center_2018_06_10_18_23_14_342.jpg,left_2018_06_10_18_23_14_342.jpg,right_2018_06_10_18_23_14_342.jpg,0,0,0,25.2198
center_2018_06_10_18_23_14_419.jpg,left_2018_06_10_18_23_14_419.jpg,right_2018_06_10_18_23_14_419.jpg,0,0,0,25.01706
center_2018_06_10_18_23_14_500.jpg,left_2018_06_10_18_23_14_500.jpg,right_2018_06_10_18_23_14_500.jpg,0,0,0,24.81591
center_2018_06_10_18_23_14_584.jpg,left_2018_06_10_18_23_14_584.jpg,right_2018_06_10_18_23_14_584.jpg,0,0,0,24.61638
center_2018_06_10_18_23_14_663.jpg,left_2018_06_10_18_23_14_663.jpg,right_2018_06_10_18_23_14_663.jpg,0,0,0,24.41845
center_2018_06_10_18_23_14_743.jpg,left_2018_06_10_18_23_14_743.jpg,right_2018_06_10_18_23_14_743.jpg,0,0,0,24.22212
center_2018_06_10_18_23_14_826.jpg,left_2018_06_10_18_23_14_826.jpg,right_2018_06_10_18_23_14_826.jpg,0,0,0,24.02737
center_2018_06_10_18_23_14_914.jpg,left_2018_06_10_18_23_14_914.jpg,right_2018_06_10_18_23_14_914.jpg,0,0,0,23.78613
center_2018_06_10_18_23_14_987.jpg,left_2018_06_10_18_23_14_987.jpg,right_2018_06_10_18_23_14_987.jpg,0,0,0,23.59489
center_2018_06_10_18_23_15_069.jpg,left_2018_06_10_18_23_15_069.jpg,right_2018_06_10_18_23_15_069.jpg,0,0,0,23.40518
center_2018_06_10_18_23_15_152.jpg,left_2018_06_10_18_23_15_152.jpg,right_2018_06_10_18_23_15_152.jpg,-0.1,0,0,23.21397
center_2018_06_10_18_23_15_228.jpg,left_2018_06_10_18_23_15_228.jpg,right_2018_06_10_18_23_15_228.jpg,-0.3,0,0,22.98198
center_2018_06_10_18_23_15_309.jpg,left_2018_06_10_18_23_15_309.jpg,right_2018_06_10_18_23_15_309.jpg,-0.5000001,0,0,22.6825
center_2018_06_10_18_23_15_387.jpg,left_2018_06_10_18_23_15_387.jpg,right_2018_06_10_18_23_15_387.jpg,0,0,0,22.38649
center_2018_06_10_18_23_15_465.jpg,left_2018_06_10_18_23_15_465.jpg,right_2018_06_10_18_23_15_465.jpg,0,0,0,22.23782
center_2018_06_10_18_23_15_546.jpg,left_2018_06_10_18_23_15_546.jpg,right_2018_06_10_18_23_15_546.jpg,0,0,0,22.05328
center_2018_06_10_18_23_15_623.jpg,left_2018_06_10_18_23_15_623.jpg,right_2018_06_10_18_23_15_623.jpg,0,0,0,21.87453
center_2018_06_10_18_23_15_697.jpg,left_2018_06_10_18_23_15_697.jpg,right_2018_06_10_18_23_15_697.jpg,0,0,0,21.6981
center_2018_06_10_18_23_15_775.jpg,left_2018_06_10_18_23_15_775.jpg,right_2018_06_10_18_23_15_775.jpg,0,0,0,21.52334
center_2018_06_10_18_23_15_854.jpg,left_2018_06_10_18_23_15_854.jpg,right_2018_06_10_18_23_15_854.jpg,0,0,0,21.3501
center_2018_06_10_18_23_15_933.jpg,left_2018_06_10_18_23_15_933.jpg,right_2018_06_10_18_23_15_933.jpg,0,0,0,21.17831
